CRN,Student,hand,online,MP,MP&LC%,renorm,lab (P/F/x),lab % (0-1),rec. %,hw1,hw2,hw3,hw4,hw5,hw6,HW%,M1,M1%,M2,M2%,F,F%,1,2,grade %,pre-lab,w/ lab,last attendence
50537,student239,,144,133.96,1.187863248,1,P,0.625,1,25,28,0,29,27,29,0.766666667,32.5,0.677083333,34,0.755555556,45,0.608108108,0.716900338,0.658051802,0.716900338,B,B,
50539,student240,,142,108.31,1.069700855,1,P,0.99375,1,26,27.5,21,26.5,28,29,0.877777778,40.5,0.84375,37.5,0.833333333,60,0.810810811,0.872499062,0.823609667,0.872499062,A,A,
50539,student242,,130,155.89,1.221752137,1,P,0.925,1,29,26,30,30,26,29,0.944444444,36.5,0.760416667,32.5,0.722222222,56.5,0.763513514,0.826570008,0.753270097,0.826570008,A-,A-,
50537,student244,,,8.61,0.036794872,0.036794872,P,0.59375,0.142857143,0,28.5,0,0,0,0,0.158333333,27,0.5625,21,0.466666667,33.5,0.452702703,0.398851624,0.481262994,0.481262994,D,D,
50537,student246,,169,131.08,1.282393162,1,P,0.96875,1,26.5,26.5,21,26,24,29,0.85,24.5,0.510416667,28.5,0.633333333,49,0.662162162,0.735194257,0.620491164,0.735194257,B,B,
50539,student250,,170,149.38,1.364871795,1,P,12.0875,1,28,29,30,30,26,29,0.955555556,26.5,0.552083333,25,0.555555556,38,0.513513514,1.800181119,0.532116251,1.800181119,A,A,
50539,student251,,156,104.27,1.112264957,1,P,0.94375,1,27,29,21,31,0,32,0.777777778,30,0.625,34.5,0.766666667,64,0.864864865,0.83360548,0.786850312,0.83360548,A-,A-,
50539,student252,,115,109.44,0.959145299,0.959145299,P,0.55,0.833333333,27,30,24,30,26,30,0.927777778,31.5,0.65625,29,0.644444444,41.5,0.560810811,0.676746925,0.602135308,0.676746925,B,B,
50539,student254,,153,118.53,1.160384615,1,P,1,1,28,29,30,27.5,26,29,0.941666667,35,0.729166667,34,0.755555556,53.5,0.722972973,0.819915541,0.731921344,0.819915541,A-,A-,
50539,student255,,169,156.89,1.392692308,1,P,0.96875,1,30,28,28,30,28,30,0.966666667,27.5,0.572916667,22.5,0.5,43,0.581081081,0.707857545,0.560485967,0.707857545,B,B,
50537,student261,198,,50.71,1.062863248,1,P,0.89375,1,30,27,24,28.5,27.5,29,0.922222222,38,0.791666667,26.5,0.588888889,37,0.5,0.713680556,0.587820513,0.713680556,B,B,
50539,student262,,175,73.96,1.063931624,1,P,0.89375,1,29,27,29,26.5,27,27,0.919444444,36.5,0.760416667,35,0.777777778,55.5,0.75,0.824548611,0.758814103,0.824548611,A-,A-,
50537,student264,,170,118.81,1.234230769,1,P,0.66875,1,30,28.5,30,27,23,28,0.925,41,0.854166667,32.5,0.722222222,52,0.702702703,0.791779279,0.74216043,0.791779279,B+,B+,
50539,student265,,81,66.93,0.632179487,0.632179487,P,0.935714286,1,25,28,23,29,26,29,0.888888889,25.5,0.53125,24.5,0.544444444,26.5,0.358108108,0.582370271,0.441064622,0.582370271,C,C,
50539,student267,,125,94.82,0.939401709,0.939401709,P,0.9,1,28,28,32,30,28,31,0.983333333,29,0.604166667,28,0.622222222,47,0.635135135,0.738529135,0.625008663,0.738529135,B,B,
50537,student270,174,,110.09,1.214059829,1,P,0.93125,1,28,25,29,25.5,32,33,0.958333333,35.5,0.739583333,0,0,43,0.581081081,0.653274212,0.48356289,0.653274212,B-,I/B-,
50539,student274,,166,138.98,1.303333333,1,P,0.96875,1,30,29,30,30,26,28,0.961111111,35.5,0.739583333,40.5,0.9,45.5,0.614864865,0.804126314,0.709446466,0.804126314,A-,A-,
50539,student275,,125,49.23,0.74457265,0.74457265,P,0.95625,0.833333333,28,29,27,28,27,28,0.927777778,35.5,0.739583333,37.5,0.833333333,40,0.540540541,0.729653399,0.65404106,0.729653399,B,B,
50539,student277,,173,165.3,1.445726496,1,P,0.98125,1,28,28,27,30,25,29,0.927777778,37,0.770833333,39.5,0.877777778,64,0.864864865,0.890897147,0.846145184,0.890897147,A,A,
50537,student278,,143,158.93,1.290299145,1,P,0.96875,1,25,26.5,18,30,28,30,0.875,22.5,0.46875,23,0.511111111,33,0.445945946,0.637435248,0.466246535,0.637435248,C+,C+,
50537,student282,,48,43.3,0.39017094,0.39017094,P,0.90625,1,24,27,24,0,0,0,0.416666667,28.5,0.59375,28.5,0.633333333,0,0,0.405371261,0.283173077,0.405371261,F,I/F,05/17/2017
50537,student283,,152,100.92,1.080854701,1,P,0.5625,1,30,26.5,20,30,23,28,0.875,34.5,0.71875,24.5,0.544444444,47.5,0.641891892,0.707891329,0.637140506,0.707891329,B,B,
50537,student284,,91,89.9,0.773076923,0.773076923,P,0.9375,1,28,23,30,30,22,28,0.894444444,31.5,0.65625,32.5,0.722222222,53.5,0.722972973,0.770313511,0.707402114,0.770313511,B+,B+,
50539,student286,,136,100.72,1.011623932,1,P,0.925,1,29,28,25,30,22,28,0.9,48,1,43,0.955555556,72.5,0.97972973,0.968738739,0.978828829,0.978828829,A,A,
50539,student287,,169,113.17,1.205854701,1,P,0.96875,1,30,27,30,30,28,25,0.944444444,27,0.5625,25,0.555555556,27,0.364864865,0.63673048,0.454478517,0.63673048,C+,C+,
50539,student288,,162,86.12,1.06034188,1,P,0.9,1,27,26.5,26,26.5,24,27,0.872222222,35,0.729166667,42,0.933333333,53.5,0.722972973,0.829637763,0.772946985,0.829637763,A-,A-,
50537,student289,,171,156.09,1.397820513,1,P,0.86875,1,32,29,33,26.5,24,31,0.975,46,0.958333333,42.5,0.944444444,58.5,0.790540541,0.896480856,0.86477824,0.896480856,A,A,
50539,student290,,148,127.46,1.177179487,1,P,0.96875,1,27,28,26,30,25,28,0.911111111,36,0.75,34.5,0.766666667,69,0.932432432,0.891837462,0.852079002,0.891837462,A,A,
50537,student291,,99,96.02,0.833418803,0.833418803,P,0.90625,1,30,27,27,29.5,25,30,0.936111111,30.5,0.635416667,23,0.511111111,29.5,0.398648649,0.629084185,0.479240298,0.629084185,C+,C+,
50539,student292,,100,138.71,1.020128205,1,P,0.96875,1,27,24.5,24,28.5,24,30,0.877777778,25.5,0.53125,20.5,0.455555556,28,0.378378378,0.615106044,0.431466563,0.615106044,C+,C+,
50539,student294,,177,114.32,1.244957265,1,P,0.9875,1,28,29,30,30,28,28,0.961111111,46,0.958333333,35.5,0.788888889,63,0.851351351,0.904917417,0.861625087,0.904917417,A,A,
50537,student295,,147,,0.628205128,0.628205128,P,0.64375,1,26,0,13,0,0,0,0.216666667,20.5,0.427083333,22,0.488888889,26,0.351351351,0.459230986,0.400567394,0.459230986,D,D,
50537,student296,,100,49.92,0.640683761,0.640683761,P,0.33125,0.714285714,30,21,22,30,0,0,0.572222222,37,0.770833333,39,0.866666667,50.5,0.682432432,0.674606235,0.745348233,0.745348233,B,B,
50537,student300,,126,58.82,0.78982906,0.78982906,P,0.875,1,27,30,18,24.5,24,30,0.852777778,31.5,0.65625,34.5,0.766666667,42.5,0.574324324,0.716211697,0.637616944,0.716211697,B,B,
50539,student301,,173,133.36,1.309230769,1,P,0.95,1,30,27,28,26.5,26,29,0.925,43,0.895833333,31.5,0.7,54.5,0.736486486,0.83464527,0.764838877,0.83464527,A-,A-,
50537,student302,55,,,0.235042735,0.235042735,P,0.225,0.571428571,0,0,0,0,0,0,0,30,0.625,31,0.688888889,40.5,0.547297297,0.463213089,0.597903673,0.597903673,C,C,
50539,student303,,141,125.14,1.137350427,1,P,0.9625,1,26,27.5,24,26.5,26,28,0.877777778,39.5,0.822916667,36,0.8,60.5,0.817567568,0.863613926,0.814747921,0.863613926,A,A,
50537,student304,,89,130.71,0.938931624,0.938931624,P,0.9,1,27,26,24,30,25,29,0.894444444,34.5,0.71875,31,0.688888889,37.5,0.506756757,0.711848305,0.597708766,0.711848305,B,B,
50539,student305,,127,94.33,0.945854701,0.945854701,P,0.70625,1,0,27.5,27,26,25,30,0.752777778,33,0.6875,31.5,0.7,56,0.756756757,0.763478113,0.727676715,0.763478113,B,B,
50539,student306,,132,155.85,1.230128205,1,P,0.975,1,27,30,30,28,25,29,0.938888889,37.5,0.78125,35.5,0.788888889,47,0.635135135,0.79920702,0.704335586,0.79920702,A-,A-,
50539,student310,,118,97.06,0.919059829,0.919059829,P,0.7875,1,28,24,24,30,19,27,0.844444444,42.5,0.885416667,32,0.711111111,59,0.797297297,0.823633648,0.797743416,0.823633648,A-,A-,
50539,student312,,165,114.76,1.195555556,1,P,0.875,1,25,27,30,0,29,28,0.772222222,23,0.479166667,18.5,0.411111111,24,0.324324324,0.561777402,0.380084893,0.561777402,C,C,
50537,student313,,21,104.08,0.534529915,0.534529915,P,0.78125,0.857142857,0,26.5,18,0,27,33,0.580555556,23,0.479166667,30.5,0.677777778,26,0.351351351,0.52900533,0.456176369,0.52900533,C,C,
50537,student314,,180,134.65,1.34465812,1,P,1,1,30,28.5,28,29.5,28,29,0.961111111,38,0.791666667,34,0.755555556,49,0.662162162,0.809951201,0.713600139,0.809951201,A-,A-,
50539,student317,,163,38.69,0.861923077,0.861923077,P,0.8625,1,30,23,26,27.5,20,26,0.847222222,34.5,0.71875,35.5,0.788888889,50,0.675675676,0.76979685,0.71174203,0.76979685,B+,B+,
50539,student320,,157,127.59,1.216196581,1,P,0.8875,1,25,29,29,26,0,30,0.772222222,28,0.583333333,31.5,0.7,37.5,0.506756757,0.685837087,0.569022869,0.685837087,B,B,
50537,student321,,150,72.83,0.952264957,0.952264957,P,0.9375,1,27,26,26,23,26,28,0.866666667,36.5,0.760416667,30,0.666666667,48.5,0.655405405,0.769097554,0.682237526,0.769097554,B+,B+,
50539,student322,,38,160.84,0.84974359,0.84974359,P,0.89375,1,27,27,27,33,0,33,0.816666667,40,0.833333333,27,0.6,33.5,0.452702703,0.679461972,0.574532225,0.679461972,B,B,
50537,student323,,91,111.44,0.865128205,0.865128205,P,0.925,1,30,26,23,26,28,29,0.9,36,0.75,29.5,0.655555556,46.5,0.628378378,0.749778586,0.662716563,0.749778586,B,B,
50539,student329,,116,133.96,1.068205128,1,P,0.7875,1,27,27,20,27,23,29,0.85,33,0.6875,30,0.666666667,33,0.445945946,0.672956081,0.55262474,0.672956081,B-,B-,
50537,student332,,183,127.63,1.327478632,1,P,0.84375,1,28,23.5,21,30,16,28,0.813888889,23,0.479166667,29.5,0.655555556,35,0.472972973,0.651512763,0.516536729,0.651512763,B-,B-,
50537,student335,,164,70.34,1.001452991,1,P,0.90625,1,29,25,23,30,23,29,0.883333333,27.5,0.572916667,39,0.866666667,41.5,0.560810811,0.741179617,0.63418659,0.741179617,B,B,
